10, 486.0
10, 472.0
10, 491.0
10, 492.0
10, 486.0
10, 485.0
10, 472.0
10, 472.0
10, 472.0
10, 472.0
10, 477.0
10, 474.0
10, 475.0
10, 473.0
10, 494.0
10, 476.0
10, 472.0
10, 482.0
10, 471.0
10, 484.0
10, 471.0
10, 478.0
10, 481.0
10, 477.0
10, 479.0
10, 472.0
10, 482.0
10, 499.0
10, 484.0
10, 477.0
10, 473.0
10, 474.0
10, 471.0
10, 488.0
10, 492.0
10, 472.0
10, 475.0
10, 474.0
10, 472.0
10, 474.0
10, 475.0
10, 476.0
10, 482.0
10, 474.0
10, 472.0
10, 478.0
10, 472.0
10, 472.0
10, 476.0
10, 482.0
10, 477.0
10, 485.0
10, 472.0
10, 474.0
10, 478.0
10, 478.0
10, 482.0
10, 480.0
10, 477.0
10, 492.0
10, 481.0
10, 476.0
10, 471.0
10, 489.0
10, 480.0
10, 472.0
10, 479.0
10, 471.0
10, 487.0
10, 481.0
10, 491.0
10, 473.0
10, 473.0
10, 488.0
10, 502.0
10, 470.0
10, 473.0
10, 478.0
10, 482.0
10, 473.0
10, 472.0
10, 493.0
10, 473.0
10, 481.0
10, 475.0
10, 498.0
10, 482.0
10, 479.0
10, 474.0
10, 474.0
10, 479.0
10, 483.0
10, 474.0
10, 470.0
10, 487.0
10, 472.0
10, 499.0
10, 496.0
10, 474.0
10, 481.0
13, 378.0
13, 389.0
13, 385.0
13, 382.0
13, 378.0
13, 378.0
13, 393.0
13, 383.0
13, 383.0
13, 378.0
13, 381.0
13, 377.0
13, 378.0
13, 389.0
13, 378.0
13, 378.0
13, 390.0
13, 379.0
13, 376.0
13, 383.0
13, 381.0
13, 379.0
13, 379.0
13, 379.0
13, 380.0
13, 400.0
13, 403.0
13, 379.0
13, 379.0
13, 385.0
13, 381.0
13, 389.0
13, 376.0
13, 387.0
13, 386.0
13, 388.0
13, 405.0
13, 382.0
13, 379.0
13, 387.0
13, 384.0
13, 379.0
13, 380.0
13, 381.0
13, 386.0
13, 379.0
13, 398.0
13, 382.0
13, 384.0
13, 378.0
13, 397.0
13, 378.0
13, 387.0
13, 392.0
13, 384.0
13, 380.0
13, 379.0
13, 383.0
13, 391.0
13, 387.0
13, 381.0
13, 399.0
13, 378.0
13, 384.0
13, 387.0
13, 383.0
13, 384.0
13, 380.0
13, 386.0
13, 379.0
13, 383.0
13, 383.0
13, 397.0
13, 392.0
13, 384.0
13, 381.0
13, 394.0
13, 384.0
13, 377.0
13, 383.0
13, 376.0
13, 393.0
13, 385.0
13, 398.0
13, 380.0
13, 378.0
13, 387.0
13, 385.0
13, 379.0
13, 378.0
13, 384.0
13, 379.0
13, 377.0
13, 402.0
13, 379.0
13, 379.0
13, 382.0
13, 404.0
13, 380.0
13, 383.0
16, 327.0
16, 324.0
16, 327.0
16, 344.0
16, 332.0
16, 320.0
16, 320.0
16, 322.0
16, 345.0
16, 325.0
16, 316.0
16, 327.0
16, 317.0
16, 318.0
16, 331.0
16, 321.0
16, 323.0
16, 320.0
16, 326.0
16, 320.0
16, 318.0
16, 319.0
16, 328.0
16, 318.0
16, 323.0
16, 319.0
16, 316.0
16, 327.0
16, 323.0
16, 318.0
16, 336.0
16, 320.0
16, 327.0
16, 321.0
16, 328.0
16, 324.0
16, 324.0
16, 332.0
16, 316.0
16, 321.0
16, 333.0
16, 342.0
16, 317.0
16, 322.0
16, 319.0
16, 343.0
16, 329.0
16, 319.0
16, 319.0
16, 318.0
16, 327.0
16, 318.0
16, 330.0
16, 318.0
