10,420.36,,420.36,10,0.083333333,0.08335965,9.9962116,,0.000452291
20,225.2,,225.2,20,0.045454545,0.044868356,20.28742226,,0.000197229
30,161.24,,161.24,30,0.03125,0.032253562,29.00432713,,0.999595351
30,160.2,,118.28,40,0.023809524,0.023780586,40.05110756,,
40,118.28,,93.64,50,0.019230769,0.018920854,50.85173829,,
40,119.48,,78.88,60,0.016129032,0.016009747,60.4619478,,
50,93.64,,68.2,70,0.013888889,0.013903337,69.92517841,,
60,78.88,,,,,,,,
70,68.2,,,,,,,,
70,66.88,,,2,,,,,
80,65.44,,,,,,,,
