20,502.72,,502.72,20,0.049261084,0.046705049,21.11096137,5.554806858,,-0.002775497
30,403.72,,403.72,30,0.0330033,0.036305961,27.24368628,9.187712389,,8.82336E-05
40,314.4,,314.4,40,0.024813896,0.026923673,36.84203482,7.894912954,,0.999666719
50,258.56,,258.56,50,0.019880716,0.021058168,47.18751173,5.624976532,,
60,219.88,,219.88,60,0.016583748,0.01699517,58.54024696,2.432921726,,
70,192.16,,192.16,70,0.014224751,0.014083426,70.70544995,1.007785646,,
70,188.92,,170.92,80,0.0124533,0.011852349,84.07146088,5.089326101,,
80,170.92,,154.4,90,0.011074197,0.010117067,98.5428761,9.492084558,,
90,154.4,,147.56,100,0.00997009,0.009398584,106.0990065,6.099006489,,
100,147.56,,,,,,,,,
10,420.04,,,,,,,,,
10,422.24,,,0.3,,,,,,
